source_lineage,target_lineage,mass,source_time,target_time
cluster_res3_23,cluster_res3_4,0.00030633460846729577,7.0,10.0
cluster_res3_23,cluster_res3_7,0.0017431557644158602,7.0,10.0
cluster_res3_23,cluster_res3_8,0.007080831564962864,7.0,10.0
cluster_res3_3,cluster_res3_0,0.004451490007340908,7.0,10.0
cluster_res3_3,cluster_res3_1,1.10311857497436e-05,7.0,10.0
cluster_res3_3,cluster_res3_11,6.529737584060058e-05,7.0,10.0
cluster_res3_3,cluster_res3_12,3.122534508293029e-06,7.0,10.0
cluster_res3_3,cluster_res3_14,7.931384971016087e-08,7.0,10.0
cluster_res3_3,cluster_res3_15,0.00010062786168418825,7.0,10.0
cluster_res3_3,cluster_res3_16,1.5080887351359706e-05,7.0,10.0
cluster_res3_3,cluster_res3_18,7.321878214838762e-09,7.0,10.0
cluster_res3_3,cluster_res3_19,0.0002603359753265977,7.0,10.0
cluster_res3_3,cluster_res3_20,0.00026739685563370585,7.0,10.0
cluster_res3_3,cluster_res3_21,2.3286816940526478e-05,7.0,10.0
cluster_res3_3,cluster_res3_23,1.0831636245711707e-06,7.0,10.0
cluster_res3_3,cluster_res3_3,2.843418224074412e-05,7.0,10.0
cluster_res3_3,cluster_res3_4,1.923280024129781e-07,7.0,10.0
cluster_res3_3,cluster_res3_7,4.8782614612719044e-05,7.0,10.0
cluster_res3_3,cluster_res3_8,0.0030570891685783863,7.0,10.0
cluster_res3_4,cluster_res3_0,0.007995502091944218,7.0,10.0
cluster_res3_4,cluster_res3_1,0.0022621052339673042,7.0,10.0
cluster_res3_4,cluster_res3_11,0.003448670031502843,7.0,10.0
cluster_res3_4,cluster_res3_12,0.0021751115564256907,7.0,10.0
cluster_res3_4,cluster_res3_14,0.0005645620403811336,7.0,10.0
cluster_res3_4,cluster_res3_15,0.0026273983530700207,7.0,10.0
cluster_res3_4,cluster_res3_16,0.0029521912802010775,7.0,10.0
cluster_res3_4,cluster_res3_18,0.007990511134266853,7.0,10.0
cluster_res3_4,cluster_res3_19,0.002646706299856305,7.0,10.0
cluster_res3_4,cluster_res3_20,0.019146636128425598,7.0,10.0
cluster_res3_4,cluster_res3_21,0.0037999595515429974,7.0,10.0
cluster_res3_4,cluster_res3_23,0.00045206796494312584,7.0,10.0
cluster_res3_4,cluster_res3_3,0.0011785755632445216,7.0,10.0
cluster_res3_4,cluster_res3_4,0.0018427749164402485,7.0,10.0
cluster_res3_4,cluster_res3_7,0.0038056152407079935,7.0,10.0
cluster_res3_4,cluster_res3_8,0.01211162842810154,7.0,10.0
cluster_res3_5,cluster_res3_0,0.0026713076513260603,7.0,10.0
cluster_res3_5,cluster_res3_1,0.00039669041871093214,7.0,10.0
cluster_res3_5,cluster_res3_11,0.0003843991144094616,7.0,10.0
cluster_res3_5,cluster_res3_12,1.9808105207630433e-05,7.0,10.0
cluster_res3_5,cluster_res3_14,1.4502085832646117e-05,7.0,10.0
cluster_res3_5,cluster_res3_15,0.0001394653518218547,7.0,10.0
cluster_res3_5,cluster_res3_16,0.00010520996147533879,7.0,10.0
cluster_res3_5,cluster_res3_18,6.051825707231728e-11,7.0,10.0
cluster_res3_5,cluster_res3_19,0.0010569066507741809,7.0,10.0
cluster_res3_5,cluster_res3_20,0.0009392069187015295,7.0,10.0
cluster_res3_5,cluster_res3_21,7.859704055590555e-05,7.0,10.0
cluster_res3_5,cluster_res3_23,9.64890546129027e-07,7.0,10.0
cluster_res3_5,cluster_res3_3,0.0018524756887927651,7.0,10.0
cluster_res3_5,cluster_res3_4,4.6818479404464597e-07,7.0,10.0
cluster_res3_5,cluster_res3_7,0.0001130176242440939,7.0,10.0
cluster_res3_5,cluster_res3_8,0.0005603134632110596,7.0,10.0
cluster_res3_7,cluster_res3_0,0.003371668281033635,7.0,10.0
cluster_res3_7,cluster_res3_1,0.004012249875813723,7.0,10.0
cluster_res3_7,cluster_res3_11,0.00929417833685875,7.0,10.0
