clone_id,clone_size,n_time_points,start_time,end_time,n_lineages
NA*2903*NA,6,2,21.0,28.0,3
NA*2905*NA,3,2,21.0,28.0,1
NA*2913*NA,7,2,21.0,28.0,2
NA*2921*NA,1,1,21.0,21.0,1
NA*2922*NA,2,2,21.0,28.0,2
NA*2924*NA,7,2,21.0,28.0,2
NA*2925*NA,17,2,21.0,28.0,3
NA*2926*NA,4,2,21.0,28.0,3
NA*2938*NA,7,1,28.0,28.0,2
NA*2941*NA,4,1,28.0,28.0,2
NA*2942*NA,5,1,28.0,28.0,2
NA*2943*NA,3,1,28.0,28.0,2
NA*NA*4,1,1,15.0,15.0,1
NA*NA*8,2,1,15.0,15.0,1
NA*NA*9,7,1,28.0,28.0,1
NA*NA*13,2,1,15.0,15.0,1
NA*NA*16,2,1,15.0,15.0,1
NA*NA*22,2,2,15.0,21.0,2
NA*NA*24,1,1,15.0,15.0,1
NA*NA*26,2,1,15.0,15.0,1
NA*NA*30,2,1,15.0,15.0,1
NA*NA*33,2,1,15.0,15.0,1
NA*NA*34,2,1,15.0,15.0,1
NA*NA*46,2,1,15.0,15.0,1
NA*NA*48,1,1,15.0,15.0,1
NA*NA*51,3,2,21.0,28.0,1
NA*NA*55,1,1,28.0,28.0,1
NA*NA*66,6,1,28.0,28.0,1
NA*NA*67,2,1,21.0,21.0,1
NA*NA*70,2,1,21.0,21.0,1
NA*NA*72,1,1,21.0,21.0,1
NA*NA*74,2,1,28.0,28.0,1
NA*NA*81,2,1,21.0,21.0,1
NA*NA*82,1,1,28.0,28.0,1
NA*NA*85,2,1,21.0,21.0,1
NA*NA*87,2,2,21.0,28.0,1
NA*NA*89,1,1,28.0,28.0,1
NA*NA*94,2,1,21.0,21.0,1
NA*NA*97,2,1,28.0,28.0,1
NA*NA*100,2,2,21.0,28.0,1
NA*NA*101,1,1,28.0,28.0,1
NA*NA*102,6,1,28.0,28.0,2
NA*NA*103,1,1,21.0,21.0,1
NA*NA*105,2,2,21.0,28.0,2
NA*NA*106,4,2,21.0,28.0,1
NA*NA*107,2,1,21.0,21.0,1
NA*NA*108,3,1,28.0,28.0,1
NA*NA*109,2,1,28.0,28.0,1
NA*NA*113,2,1,28.0,28.0,1
NA*NA*115,4,2,21.0,28.0,2
NA*NA*116,3,2,21.0,28.0,1
NA*NA*117,1,1,28.0,28.0,1
NA*NA*118,1,1,28.0,28.0,1
NA*NA*119,1,1,28.0,28.0,1
NA*NA*120,2,1,21.0,21.0,1
NA*NA*121,1,1,28.0,28.0,1
NA*NA*124,11,1,28.0,28.0,1
NA*NA*125,1,1,28.0,28.0,1
NA*NA*127,1,1,28.0,28.0,1
NA*NA*129,1,1,28.0,28.0,1
NA*NA*130,1,1,21.0,21.0,1
NA*NA*131,1,1,28.0,28.0,1
NA*NA*132,1,1,28.0,28.0,1
NA*NA*133,1,1,28.0,28.0,1
NA*NA*135,6,1,28.0,28.0,2
NA*NA*136,1,1,28.0,28.0,1
NA*NA*138,1,1,28.0,28.0,1
NA*NA*139,5,1,28.0,28.0,1
NA*NA*140,3,1,28.0,28.0,1
NA*NA*141,1,1,28.0,28.0,1
NA*NA*142,3,1,28.0,28.0,2
NA*NA*143,1,1,28.0,28.0,1
NA*NA*144,4,1,28.0,28.0,2
NA*NA*145,1,1,28.0,28.0,1
NA*NA*147,2,1,28.0,28.0,1
NA*NA*149,2,1,28.0,28.0,1
NA*NA*150,5,1,28.0,28.0,1
NA*NA*151,2,1,28.0,28.0,1
NA*NA*152,1,1,28.0,28.0,1
NA*NA*153,5,1,28.0,28.0,2
NA*NA*154,1,1,28.0,28.0,1
NA*NA*155,2,1,28.0,28.0,2
NA*NA*156,1,1,28.0,28.0,1
NA*NA*157,2,1,28.0,28.0,1
NA*NA*158,2,1,28.0,28.0,1
NA*NA*160,1,1,28.0,28.0,1
NA*NA*161,2,1,28.0,28.0,1
NA*NA*164,1,1,28.0,28.0,1
NA*NA*165,2,1,28.0,28.0,1
NA*NA*166,6,1,28.0,28.0,1
NA*NA*167,4,1,28.0,28.0,2
NA*NA*168,2,1,28.0,28.0,1
NA*NA*169,2,1,28.0,28.0,1
NA*NA*170,2,1,28.0,28.0,1
NA*NA*172,2,1,28.0,28.0,2
NA*NA*173,1,1,28.0,28.0,1
NA*NA*174,3,1,28.0,28.0,1
NA*NA*175,2,1,28.0,28.0,1
NA*NA*176,1,1,28.0,28.0,1
NA*NA*177,1,1,28.0,28.0,1
NA*NA*179,3,1,28.0,28.0,1
NA*NA*180,2,1,28.0,28.0,1
NA*NA*181,2,1,28.0,28.0,1
NA*NA*182,1,1,28.0,28.0,1
NA*NA*183,3,1,28.0,28.0,1
NA*NA*184,1,1,28.0,28.0,1
NA*NA*185,2,1,28.0,28.0,2
NA*NA*188,2,1,28.0,28.0,1
NA*NA*190,1,1,28.0,28.0,1
NA*NA*191,2,1,28.0,28.0,1
NA*NA*192,1,1,28.0,28.0,1
NA*NA*193,3,1,28.0,28.0,1
NA*NA*194,2,1,28.0,28.0,1
NA*NA*195,2,1,28.0,28.0,2
NA*NA*196,1,1,28.0,28.0,1
NA*NA*197,1,1,28.0,28.0,1
NA*NA*199,2,1,28.0,28.0,2
NA*NA*200,1,1,28.0,28.0,1
NA*NA*201,3,1,28.0,28.0,1
NA*NA*202,4,1,28.0,28.0,1
NA*NA*204,6,1,28.0,28.0,1
NA*NA*205,1,1,28.0,28.0,1
NA*NA*206,2,1,28.0,28.0,2
NA*NA*207,1,1,28.0,28.0,1
NA*NA*208,1,1,28.0,28.0,1
NA*NA*210,2,1,28.0,28.0,2
NA*NA*211,1,1,28.0,28.0,1
NA*NA*215,2,1,28.0,28.0,1
NA*NA*216,1,1,28.0,28.0,1
NA*NA*217,4,1,28.0,28.0,1
NA*NA*218,2,1,28.0,28.0,1
NA*NA*219,1,1,28.0,28.0,1
NA*NA*220,2,1,28.0,28.0,1
NA*NA*222,2,1,28.0,28.0,1
NA*NA*224,1,1,28.0,28.0,1
NA*NA*225,2,1,28.0,28.0,1
NA*NA*230,1,1,28.0,28.0,1
NA*NA*232,1,1,28.0,28.0,1
NA*NA*233,3,1,28.0,28.0,2
NA*NA*234,2,1,28.0,28.0,1
NA*NA*235,2,1,28.0,28.0,1
NA*NA*237,1,1,28.0,28.0,1
NA*NA*238,1,1,28.0,28.0,1
NA*NA*239,1,1,28.0,28.0,1
NA*NA*242,1,1,28.0,28.0,1
NA*NA*243,2,1,28.0,28.0,2
NA*NA*244,1,1,28.0,28.0,1
NA*NA*245,2,1,28.0,28.0,2
NA*NA*248,2,1,28.0,28.0,1
NA*NA*249,2,1,28.0,28.0,1
NA*NA*251,1,1,28.0,28.0,1
NA*NA*252,5,1,28.0,28.0,1
NA*NA*254,2,1,28.0,28.0,2
NA*NA*255,1,1,28.0,28.0,1
NA*NA*257,1,1,28.0,28.0,1
NA*NA*258,1,1,28.0,28.0,1
NA*NA*259,2,1,28.0,28.0,1
NA*NA*261,1,1,28.0,28.0,1
NA*NA*263,1,1,28.0,28.0,1
NA*NA*264,2,1,28.0,28.0,1
NA*NA*265,1,1,28.0,28.0,1
NA*NA*266,2,1,28.0,28.0,2
NA*NA*2001,2,1,15.0,15.0,1
NA*NA*2006,1,1,15.0,15.0,1
NA*NA*2008,3,2,15.0,28.0,1
NA*NA*2011,2,1,15.0,15.0,1
NA*NA*2013,2,1,15.0,15.0,1
NA*NA*2017,2,1,15.0,15.0,1
NA*NA*2019,4,2,15.0,28.0,2
NA*NA*2020,2,1,15.0,15.0,1
NA*NA*2023,2,1,15.0,15.0,1
NA*NA*2024,2,1,15.0,15.0,1
NA*NA*2029,2,1,15.0,15.0,1
NA*NA*2030,1,1,15.0,15.0,1
NA*NA*2034,1,1,15.0,15.0,1
NA*NA*2035,2,1,15.0,15.0,1
NA*NA*2036,2,2,15.0,21.0,1
NA*NA*2037,2,1,15.0,15.0,1
NA*NA*2041,1,1,15.0,15.0,1
NA*NA*2045,2,2,15.0,28.0,2
NA*NA*2046,2,1,15.0,15.0,1
NA*NA*2047,2,2,15.0,28.0,1
NA*NA*2053,4,3,15.0,28.0,2
NA*NA*2054,4,2,21.0,28.0,2
NA*NA*2056,4,2,21.0,28.0,2
NA*NA*2057,7,2,21.0,28.0,2
NA*NA*2058,3,2,21.0,28.0,2
NA*NA*2059,2,2,21.0,28.0,1
NA*NA*2060,4,2,21.0,28.0,2
NA*NA*2061,2,2,21.0,28.0,1
NA*NA*2062,5,2,21.0,28.0,2
NA*NA*2063,4,2,21.0,28.0,2
NA*NA*2064,2,2,21.0,28.0,2
NA*NA*2065,3,2,21.0,28.0,1
NA*NA*2066,4,2,21.0,28.0,2
NA*NA*2068,2,2,21.0,28.0,2
NA*NA*2069,1,1,21.0,21.0,1
NA*NA*2070,3,2,21.0,28.0,2
NA*NA*2072,5,2,21.0,28.0,2
NA*NA*2075,1,1,21.0,21.0,1
NA*NA*2076,3,1,21.0,21.0,2
NA*NA*2078,2,1,21.0,21.0,1
NA*NA*2079,3,2,21.0,28.0,2
NA*NA*2080,2,2,21.0,28.0,1
NA*NA*2081,1,1,21.0,21.0,1
NA*NA*2084,2,2,21.0,28.0,2
NA*NA*2085,1,1,28.0,28.0,1
NA*NA*2086,2,2,21.0,28.0,1
NA*NA*2088,2,1,21.0,21.0,1
NA*NA*2090,2,1,21.0,21.0,1
NA*NA*2091,1,1,21.0,21.0,1
NA*NA*2093,1,1,21.0,21.0,1
NA*NA*2096,2,2,21.0,28.0,2
NA*NA*2097,4,2,21.0,28.0,1
NA*NA*2099,2,2,21.0,28.0,2
NA*NA*2102,2,1,21.0,21.0,1
NA*NA*2103,9,2,21.0,28.0,2
NA*NA*2104,4,2,21.0,28.0,1
NA*NA*2106,4,2,21.0,28.0,2
NA*NA*2107,1,1,21.0,21.0,1
NA*NA*2108,2,2,21.0,28.0,1
NA*NA*2109,2,2,21.0,28.0,2
NA*NA*2110,1,1,21.0,21.0,1
NA*NA*2111,2,1,21.0,21.0,1
NA*NA*2112,2,1,21.0,21.0,1
NA*NA*2113,3,1,28.0,28.0,2
NA*NA*2114,7,2,21.0,28.0,2
NA*NA*2116,1,1,28.0,28.0,1
NA*NA*2117,3,1,21.0,21.0,1
NA*NA*2118,1,1,21.0,21.0,1
NA*NA*2119,2,1,21.0,21.0,1
NA*NA*2121,2,2,21.0,28.0,2
NA*NA*2122,1,1,21.0,21.0,1
NA*NA*2123,2,2,21.0,28.0,2
NA*NA*2125,2,1,21.0,21.0,1
NA*NA*2127,2,1,21.0,21.0,2
NA*NA*2128,2,1,21.0,21.0,1
NA*NA*2129,10,2,21.0,28.0,2
NA*NA*2130,4,2,21.0,28.0,2
NA*NA*2131,4,2,21.0,28.0,2
NA*NA*2132,1,1,28.0,28.0,1
NA*NA*2133,2,2,21.0,28.0,1
NA*NA*2135,2,2,21.0,28.0,2
NA*NA*2137,2,1,21.0,21.0,1
NA*NA*2138,2,1,21.0,21.0,1
NA*NA*2139,2,2,21.0,28.0,2
NA*NA*2141,3,2,21.0,28.0,1
NA*NA*2142,3,2,21.0,28.0,1
NA*NA*2143,2,2,21.0,28.0,2
NA*NA*2144,2,1,21.0,21.0,1
NA*NA*2145,4,2,21.0,28.0,2
NA*NA*2146,3,2,21.0,28.0,2
NA*NA*2147,3,2,21.0,28.0,2
NA*NA*2148,5,2,21.0,28.0,2
NA*NA*2149,2,2,21.0,28.0,1
NA*NA*2150,2,1,21.0,21.0,1
NA*NA*2152,3,2,21.0,28.0,2
NA*NA*2153,2,2,21.0,28.0,2
NA*NA*2154,2,2,21.0,28.0,2
NA*NA*2156,4,2,21.0,28.0,2
NA*NA*2158,2,1,21.0,21.0,1
NA*NA*2159,5,2,21.0,28.0,2
NA*NA*2160,1,1,28.0,28.0,1
NA*NA*2161,3,2,21.0,28.0,2
NA*NA*2162,3,2,21.0,28.0,2
NA*NA*2163,6,2,21.0,28.0,2
NA*NA*2165,3,2,21.0,28.0,2
NA*NA*2166,4,2,21.0,28.0,2
NA*NA*2168,2,1,21.0,21.0,1
NA*NA*2170,2,1,21.0,21.0,1
NA*NA*2173,2,1,21.0,21.0,1
NA*NA*2177,1,1,21.0,21.0,1
NA*NA*2178,2,2,21.0,28.0,2
NA*NA*2179,3,2,21.0,28.0,2
NA*NA*2180,2,2,21.0,28.0,2
NA*NA*2181,2,2,21.0,28.0,2
NA*NA*2182,2,1,21.0,21.0,1
NA*NA*2183,2,2,21.0,28.0,2
NA*NA*2185,2,2,21.0,28.0,2
NA*NA*2188,1,1,21.0,21.0,1
NA*NA*2192,2,2,21.0,28.0,2
NA*NA*2193,2,2,21.0,28.0,2
NA*NA*2194,2,1,21.0,21.0,1
NA*NA*2195,2,1,28.0,28.0,1
NA*NA*2196,3,2,21.0,28.0,2
NA*NA*2197,5,2,21.0,28.0,2
NA*NA*2198,3,2,21.0,28.0,2
NA*NA*2200,3,2,21.0,28.0,1
NA*NA*2202,2,1,28.0,28.0,1
NA*NA*2203,3,1,21.0,21.0,2
NA*NA*2204,3,2,21.0,28.0,2
NA*NA*2205,1,1,28.0,28.0,1
NA*NA*2206,2,2,21.0,28.0,2
NA*NA*2207,3,2,21.0,28.0,2
NA*NA*2208,3,2,21.0,28.0,2
NA*NA*2210,2,2,21.0,28.0,2
NA*NA*2213,4,2,21.0,28.0,2
NA*NA*2214,2,1,21.0,21.0,1
NA*NA*2215,2,1,21.0,21.0,1
NA*NA*2217,5,2,21.0,28.0,2
NA*NA*2219,2,2,21.0,28.0,1
NA*NA*2220,9,2,21.0,28.0,2
NA*NA*2221,2,2,21.0,28.0,2
NA*NA*2222,2,2,21.0,28.0,1
NA*NA*2223,1,1,21.0,21.0,1
NA*NA*2224,2,2,21.0,28.0,2
NA*NA*2225,2,2,21.0,28.0,2
NA*NA*2227,2,2,21.0,28.0,1
NA*NA*2230,2,2,21.0,28.0,2
NA*NA*2231,2,2,21.0,28.0,1
NA*NA*2232,1,1,21.0,21.0,1
NA*NA*2233,2,2,21.0,28.0,2
NA*NA*2235,2,2,21.0,28.0,2
NA*NA*2236,1,1,28.0,28.0,1
NA*NA*2237,2,1,28.0,28.0,1
NA*NA*2238,2,1,28.0,28.0,1
NA*NA*2240,2,1,28.0,28.0,1
NA*NA*2241,4,1,28.0,28.0,2
NA*NA*2242,2,1,28.0,28.0,1
NA*NA*2244,1,1,28.0,28.0,1
NA*NA*2245,6,1,28.0,28.0,3
NA*NA*2246,3,1,28.0,28.0,1
NA*NA*2247,2,1,28.0,28.0,2
NA*NA*2248,3,1,28.0,28.0,2
NA*NA*2250,7,1,28.0,28.0,3
NA*NA*2251,2,1,28.0,28.0,2
NA*NA*2252,1,1,28.0,28.0,1
NA*NA*2253,2,1,28.0,28.0,1
NA*NA*2254,1,1,28.0,28.0,1
NA*NA*2255,3,1,28.0,28.0,1
NA*NA*2257,1,1,28.0,28.0,1
NA*NA*2258,5,1,28.0,28.0,2
NA*NA*2260,2,1,28.0,28.0,2
NA*NA*2262,1,1,28.0,28.0,1
NA*NA*2265,3,1,28.0,28.0,1
NA*NA*2266,2,1,28.0,28.0,2
NA*NA*2267,2,1,28.0,28.0,1
NA*NA*2268,3,1,28.0,28.0,2
NA*NA*2269,2,1,28.0,28.0,2
NA*NA*2272,2,1,28.0,28.0,1
NA*NA*2274,3,1,28.0,28.0,2
NA*NA*2275,3,1,28.0,28.0,2
NA*NA*2277,3,1,28.0,28.0,2
NA*NA*2278,3,1,28.0,28.0,1
NA*NA*2279,3,1,28.0,28.0,1
NA*NA*2280,7,1,28.0,28.0,2
NA*NA*2282,2,1,28.0,28.0,1
NA*NA*2284,3,1,28.0,28.0,1
NA*NA*2285,6,1,28.0,28.0,2
NA*NA*2286,2,1,28.0,28.0,2
NA*NA*2291,2,1,28.0,28.0,2
NA*NA*2294,3,1,28.0,28.0,2
NA*NA*2297,2,1,28.0,28.0,1
NA*NA*2299,2,1,28.0,28.0,2
NA*NA*2300,1,1,28.0,28.0,1
NA*NA*2301,2,1,28.0,28.0,2
NA*NA*2302,2,1,28.0,28.0,1
NA*NA*2303,3,1,28.0,28.0,2
NA*NA*2304,2,1,28.0,28.0,1
NA*NA*2307,2,1,28.0,28.0,1
NA*NA*2308,2,1,28.0,28.0,1
NA*NA*2311,2,1,28.0,28.0,1
NA*NA*2313,2,1,28.0,28.0,1
NA*NA*2314,2,1,28.0,28.0,1
NA*NA*2315,2,1,28.0,28.0,1
NA*NA*2316,1,1,28.0,28.0,1
