dataset,permutation,random_gene_score,random_activation_effect,random_receiver_priming_effect,random_ge_observed,observed_score,observed_activation_effect,observed_receiver_priming_effect
E5_zebrafish_Farrell,15,-0.0011701240668789668,-0.0012115037466092007,-0.04403401902672638,True,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,16,-0.013830756583798844,-0.013822823611026713,-0.049372070524566714,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,17,-0.02300174858739911,-0.02299710056556,-0.0862415582256888,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,18,-0.0061680678811202915,-0.006605757306236089,-0.040268951748605314,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,19,0.0003405635143652841,-0.00023854743253788613,-0.002225739932780857,True,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,20,-0.010875178535407924,-0.011293404249818964,-0.018628294531661205,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,21,-0.017000596030651294,-0.01699056099864433,-0.07023990766616933,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,22,0.00700085291373111,0.006748326978954125,-0.02940127849970281,True,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,23,-0.0022258328813222414,-0.0022914387887044488,-0.03465165624343458,True,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,24,-0.0017889489086959467,-0.0018883670633141059,-0.02938235256957636,True,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
GSE154572_EB_WT,0,0.1837386456548481,0.17976389141510501,0.1815933158896963,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,1,0.14732032357549654,0.1444680916533111,0.10492600719531359,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,2,0.146902954750692,0.14285923911530835,0.11673716327493883,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
